question_id,subject,chapter,topic,question,options,correct_option,answer,explanation,question_type,paper_id
u9CwJJkzFTx8gwZ5IU7k9k2k5kv9tjp,physics,center-of-mass,center-of-mass-of-continuous-mass-distribution,"A rod of length L has non-uniform linear mass
<br/>density given by $$\rho $$(x) = $$a + b{\left( {{x \over L}} \right)^2}$$
, where a
<br/>and b are constants and 0 $$ \le $$ x $$ \le $$ L. The value
<br/>of x for the centre of mass of the rod is at :","[{""identifier"": ""A"", ""content"": ""$${3 \\over 2}\\left( {{{a + b} \\over {2a + b}}} \\right)L$$""}, {""identifier"": ""B"", ""content"": ""$${4 \\over 3}\\left( {{{a + b} \\over {2a + 3b}}} \\right)L$$""}, {""identifier"": ""C"", ""content"": ""$${3 \\over 4}\\left( {{{2a + b} \\over {3a + b}}} \\right)L$$""}, {""identifier"": ""D"", ""content"": ""$${3 \\over 2}\\left( {{{2a + b} \\over {3a + b}}} \\right)L$$""}]","[""C""]",,"$$\rho $$ = a + b$${\left( {{x \over L}} \right)^2}$$
<br><br>dm = $$\rho $$dx = $$\left( {a + b{{{x^2}} \over {{L^2}}}} \right)dx$$
<br><br>M = $$\int {dm} $$ = $$\int\limits_0^L {\left( {a + b{{{x^2}} \over {{L^2}}}} \right)dx} $$
<br><br>X<sub>com</sub> = $${{\int {xdm} } \over {\int {dm} }}$$
<br><br>= $${{\int\limits_0^L {\left( {a + b{{{x^2}} \over {{L^2}}}} \right)xdx} } \over {\int\limits_0^L {\left( {a + b{{{x^2}} \over {{L^2}}}} \right)dx} }}$$
<br><br>= $${{{{a{L^2}} \over 2} + {b \over {{L^2}}}.{{{L^4}} \over 4}} \over {aL + {b \over {{L^2}}}.{{{L^3}} \over 3}}}$$
<br><br>= $${{\left( {{{4a + 2a} \over 8}} \right)L} \over {\left( {{{3a + b} \over 3}} \right)}}$$
<br><br>= $${3 \over 4}\left( {{{2a + b} \over {3a + b}}} \right)L$$",mcq,jee-main-2020-online-9th-january-evening-slot
9Dk8wkdWL3DydwK85Ajgy2xukg0j85o7,physics,center-of-mass,center-of-mass-of-continuous-mass-distribution,"The centre of mass of solid hemisphere of radius 8 cm is x from the centre of the flat surface. Then
value of x is __________.
",[],,3,"As we know c.o.m. or hemisphere = $${{3R} \over 8}$$
<br><br>$$ \therefore $$ x = $${{3R} \over 8}$$ =  $${{3 \times 8} \over 8}$$ = 3 cm",integer,jee-main-2020-online-6th-september-evening-slot
1krsxosyr,physics,center-of-mass,center-of-mass-of-continuous-mass-distribution,"The position of the centre of mass of a uniform semi-circular wire of radius 'R' placed in x-y plane with its centre at the origin and the line joining its ends as x-axis is given by $$\left( {0,{{xR} \over \pi }} \right)$$. Then, the value of | x | is ______________.",[],,2,"Centre of mass of half ring is located at a distance $${{2R} \over \pi }$$ from centre of the ring on its axis of symmetry so position of centre of mass in the given question will be $$\left( {0,{{xR} \over \pi }} \right)$$<br><br>$$\Rightarrow$$ | x | = 2",integer,jee-main-2021-online-22th-july-evening-shift
1l6ntkra9,physics,center-of-mass,center-of-mass-of-continuous-mass-distribution,<p>The distance of centre of mass from end A of a one dimensional rod (AB) having mass density $$\rho=\rho_{0}\left(1-\frac{x^{2}}{L^{2}}\right) \mathrm{kg} / \mathrm{m}$$ and length L (in meter) is $$\frac{3 L}{\alpha} \mathrm{m}$$. The value of $$\alpha$$ is ___________. (where x is the distance from end A)</p>,[],,8,"<p>$$\rho  = {\rho _0}\left( {1 - {{{x^2}} \over {{L^2}}}} \right)$$ kg/m</p>
<p>$${x_{cm}} = {{A\int\limits_0^L {{\rho _0}\left( {1 - {{{x^2}} \over {{L^2}}}} \right)x\,dx} } \over {A\int\limits_0^L {{\rho _0}\left( {1 - {{{x^2}} \over {{L^2}}}} \right)\,dx} }}$$</p>
<p>$${x_{cm}} = {{{{{L^2}} \over 2} - {{{L^2}} \over 4}} \over {L - {L \over 3}}} = {{{{{L^2}} \over 4}} \over {{{2L} \over 3}}} = {{3L} \over 8}$$</p>
<p>$$ \Rightarrow \alpha  = 8$$</p>",integer,jee-main-2022-online-28th-july-evening-shift
VLHK6KOaUxPayjKB,physics,center-of-mass,center-of-mass-of-discrete-particles,"Consider a two particle system with particles having masses $${m_1}$$ and $${m_2}$$. If the first particle is pushed towards the center of mass through a distance $$d,$$ by what distance should the second particle is moved, so as to keep the center of mass at the same position? ","[{""identifier"": ""A"", ""content"": ""$${{{m_2}} \\over {{m_1}}}\\,\\,d$$  ""}, {""identifier"": ""B"", ""content"": ""$${{{m_1}} \\over {{m_1} + {m_2}}}d$$ ""}, {""identifier"": ""C"", ""content"": ""$${{{m_1}} \\over {{m_2}}}d$$ ""}, {""identifier"": ""D"", ""content"": ""$$d$$ ""}]","[""C""]",,"Initially, 
<br><img class=""question-image"" src=""https://imagex.cdn.examgoal.net/MmP0ascyNLHCptltH/PafY176kaTqUDIfLmTGROM52Rc6tA/jYuZQjt2765EWW34bkSVE4/image.svg"" loading=""lazy"" alt=""AIEEE 2006 Physics - Center of Mass and Collision Question 109 English Explanation 1"">
<br>$$0 = {{{m_1}\left( { - {x_1}} \right) + {m_2}{x_2}} \over {{m_1} + {m_2}}} \Rightarrow {m_1}{x_1} = {m_2}{x_2}$$
<p>Finally,
<br><br>mass m<sub>1</sub> moved towards the center a distance d so the distance of mass m<sub>1</sub> from the origin is x<sub>1</sub> - d, and now let mass m<sub>2</sub> need to move d' to keep the center at the origin.
<br><img class=""question-image"" src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734263717/exam_images/el3kjnrjr1uz8y3o9hry.webp"" loading=""lazy"" alt=""AIEEE 2006 Physics - Center of Mass and Collision Question 109 English Explanation 2"">
<br>$$\therefore$$ $$0 = {{{m_1}\left( {d - {x_1}} \right) + {m_2}\left( {{x_2} - d'} \right)} \over {{m_1} + {m_2}}}$$ 
<br><br>$$ \Rightarrow 0 = {m_1}d - {m_1}{x_1} + {m_2}{x_2} - {m_2}d'$$
<br><br>$$ \Rightarrow d' = {{{m_1}} \over {{m_2}}}d$$ </p>",mcq,aieee-2006
1l57pqga0,physics,center-of-mass,center-of-mass-of-discrete-particles,"<p>Two blocks of masses 10 kg and 30 kg are placed on the same straight line with coordinates (0, 0) cm and (x, 0) cm respectively. The block of 10 kg is moved on the same line through a distance of 6 cm towards the other block. The distance through which the block of 30 kg must be moved to keep the position of centre of mass of the system unchanged is :</p>","[{""identifier"": ""A"", ""content"": ""4 cm towards the 10 kg block""}, {""identifier"": ""B"", ""content"": ""2 cm away from the 10 kg block""}, {""identifier"": ""C"", ""content"": ""2 cm towards the 10 kg block""}, {""identifier"": ""D"", ""content"": ""4 cm away from the 10 kg block""}]","[""C""]",,"<p>For COM to remain unchanged,</p>
<p>m<sub>1</sub>x<sub>1</sub> = m<sub>2</sub>x<sub>2</sub></p>
<p>$$\Rightarrow$$ 10 $$\times$$ 6 = 30 $$\times$$ x<sub>2</sub></p>
<p>$$\Rightarrow$$ x<sub>2</sub> = 2 cm towards 10 kg block.</p>",mcq,jee-main-2022-online-27th-june-morning-shift
1l6f5hcxe,physics,center-of-mass,center-of-mass-of-discrete-particles,"<p>Three identical spheres each of mass M are placed at the corners of a right angled triangle with mutually perpendicular sides equal to 3 m each. Taking point of intersection of mutually perpendicular sides as origin, the magnitude of position vector of centre of mass of the system will be $$\sqrt x$$ m. The value of x is ____________.</p>",[],,2,"<p><img src=""https://app-content.cdn.examgoal.net/fly/@width/image/1l6ummxzq/f571ac43-99e4-45d3-856a-a0bab6271d11/f49d5360-1c86-11ed-b633-f353ad3cb8e4/file-1l6ummxzr.png?format=png"" data-orsrc=""https://app-content.cdn.examgoal.net/image/1l6ummxzq/f571ac43-99e4-45d3-856a-a0bab6271d11/f49d5360-1c86-11ed-b633-f353ad3cb8e4/file-1l6ummxzr.png"" loading=""lazy"" style=""max-width: 100%; height: auto; display: block; margin: 0px auto; max-height: 40vh;"" alt=""JEE Main 2022 (Online) 25th July Evening Shift Physics - Center of Mass and Collision Question 29 English Explanation""></p>
<p>$${d_{cm}} = 3\sin 45^\circ  = {3 \over {\sqrt 2 }}$$</p>
<p>$${d_{cm}} = {2 \over 3} \times {3 \over {\sqrt 2 }} = \sqrt 2  = \sqrt x $$</p>
<p>$$x = 2$$</p>",integer,jee-main-2022-online-25th-july-evening-shift
1l6p4a8py,physics,center-of-mass,center-of-mass-of-discrete-particles,<p>Two bodies of mass $$1 \mathrm{~kg}$$ and $$3 \mathrm{~kg}$$ have position vectors $$\hat{i}+2 \hat{j}+\hat{k}$$ and $$-3 \hat{i}-2 \hat{j}+\hat{k}$$ respectively. The magnitude of position vector of centre of mass of this system will be similar to the magnitude of vector :</p>,"[{""identifier"": ""A"", ""content"": ""$$\\hat{i}+2 \\hat{j}+\\hat{k}$$""}, {""identifier"": ""B"", ""content"": ""$$-3 \\hat{i}-2 \\hat{j}+\\hat{k}$$""}, {""identifier"": ""C"", ""content"": ""$$-2 \\hat{i}+2 \\hat{k}$$""}, {""identifier"": ""D"", ""content"": ""$$2 \\hat{i}-\\hat{j}+2 \\hat{k}$$""}]","[""A""]",,"<p>$${\overline r _{com}} = {{{m_1}{{\overline r }_1} + {m_2}{{\overline r }_2}} \over {{m_1} + {m_2}}}$$</p>
<p>$$ = {{(1 - 9)\widehat i + (2 - 6)\widehat j + (1 + 3)\widehat k} \over 4}$$</p>
<p>$$ = {{ - 8\widehat i - 4\widehat j + 4\widehat k} \over 4}$$</p>
<p>$${\overline r _{com}} =  - 2\widehat i - \widehat j + \widehat k$$</p>
<p>$$\left| {\overline r } \right| = \sqrt {4 + 1 + 1}  = \sqrt 6 $$</p>
<p>$$\left| {\widehat i + 2\widehat j + \widehat k} \right| = \sqrt 6 $$</p>",mcq,jee-main-2022-online-29th-july-morning-shift
lsblm9u6,physics,center-of-mass,center-of-mass-of-discrete-particles,"Three identical spheres each of mass $2 \mathrm{M}$ are placed at the corners of a right angled triangle with mutually perpendicular sides equal to $4 \mathrm{~m}$ each. Taking point of intersection of these two sides as origin, the magnitude of position vector of the centre of mass of the system is $\frac{4 \sqrt{2}}{x}$, where the value of $x$ is ___________ .",[],,3,"<strong>1. Center of Mass Coordinates:</strong>

<p>The center of mass (COM) of a system of particles is calculated as:</p>

<p>$X_{COM} = \frac{\sum_{i} m_i x_i}{\sum_{i} m_i}$</p>


<p>$Y_{COM} = \frac{\sum_{i} m_i y_i}{\sum_{i} m_i} $$$</p>

<p>where $m_i$ is the mass of the $i$-th particle, and $(x_i, y_i)$ are its coordinates.</p>

<strong>2. Coordinate Setup:</strong>

<p>Let's place the origin at the right angle of the triangle and align the sides along the x and y axes:</p>

<p><ul>
<li>Sphere 1: $(4, 0)$</li><br>
<li>Sphere 2: $(0, 4)$</li><br>
<li>Sphere 3: $(0, 0)$</li>
</ul></p>
<strong>3. Calculations:</strong>

<p>Since all spheres have mass $2M$, we can simplify the COM calculations:</p>

<p>$$X_{COM} = \frac{2M \cdot 4 + 2M \cdot 0 + 2M \cdot 0} {2M + 2M + 2M} = \frac{4}{3}$$</p>

<p>$$Y_{COM} = \frac{2M \cdot 0 + 2M \cdot 4 + 2M \cdot 0} {2M + 2M + 2M} = \frac{4}{3}$$</p>

<strong>4. Magnitude of Position Vector:</strong>

<p>The position vector of the COM is $\left(\frac{4}{3}, \frac{4}{3}\right)$.  Its magnitude is:</p>

<p>$$|\vec{r}_{COM}| = \sqrt{\left(\frac{4}{3}\right)^2 + \left(\frac{4}{3}\right)^2} = \frac{4\sqrt{2}}{3}$$</p>

<strong>5. Finding x:</strong>

<p>We are given that the magnitude of the position vector is of the form $\frac{4\sqrt{2}}{x}$. Comparing this to our result, we find that $x = 3$.</p>

<strong>Answer:</strong>

<p>The value of $x$ is 3.</p>

<p></p>",integer,jee-main-2024-online-1st-february-morning-shift
lv2eryu7,physics,center-of-mass,center-of-mass-of-discrete-particles,"<p>In a system two particles of masses $$m_1=3 \mathrm{~kg}$$ and $$m_2=2 \mathrm{~kg}$$ are placed at certain distance from each other. The particle of mass $$m_1$$ is moved towards the center of mass of the system through a distance $$2 \mathrm{~cm}$$. In order to keep the center of mass of the system at the original position, the particle of mass $$m_2$$ should move towards the center of mass by the distance _________ $$\mathrm{cm}$$.</p>",[],,3,"<p>To solve this problem, we can make use of the concept of center of mass. The center of mass (CM) of a system remains unchanged if the internal forces act within the system without any external force. When one mass moves toward the CM, to keep the CM at the same position, the other mass must move in a way that the product of each mass with its displacement relative to the CM remains constant.</p>

<p>The formula to ensure that the center of mass remains unchanged can be derived from the principle of conservation of momentum or simply by understanding that the weighted average position (considering masses as weights) does not change.</p>

<p>Let's denote:
- $$x_1$$ as the distance moved by $$m_1$$ towards the CM,
- $$x_2$$ as the distance $$m_2$$ needs to move towards the CM,
- The total mass of the system as $$M = m_1 + m_2$$.</p>

<p>Since $$m_1$$ moves towards the CM by 2 cm, we apply the principle that the weighted sum of displacements (taking mass into account) remains 0 to maintain the center of mass at its original position:</p>

<p>$$m_1 \cdot x_1 + m_2 \cdot x_2 = 0$$</p>

<p>Given that $$m_1 = 3 \, \text{kg}$$, $$m_2 = 2 \, \text{kg}$$, and $$x_1 = 2 \, \text{cm}$$, we substitute these values into the equation:</p>

<p>$$3 \cdot 2 + 2 \cdot x_2 = 0$$</p>

<p>Solving for $$x_2$$ gives:</p>

<p>$$6 + 2x_2 = 0$$</p>

<p>$$2x_2 = -6$$</p>

<p>$$x_2 = -3 \, \text{cm}$$</p>

<p>This means the mass $$m_2$$ should move $$3 \, \mathrm{cm}$$ towards the center of mass to keep the center of mass of the system at the original position. The negative sign indicates the direction is towards the center of mass, similar to $$m_1$$'s movement direction in relation to keeping the CM stationary.</p>",integer,jee-main-2024-online-4th-april-evening-shift
pnDHZ821HAXsBq7V,physics,center-of-mass,collision,A block of mass $$0.50$$ $$kg$$ is moving with a speed of $$2.00$$ $$m{s^{ - 1}}$$ on a smooth surface. It strike another mass of $$1.0$$ $$kg$$ and then they move together as a single body. The energy loss during the collision is :,"[{""identifier"": ""A"", ""content"": ""$$0.16J$$ ""}, {""identifier"": ""B"", ""content"": ""$$1.00J$$ ""}, {""identifier"": ""C"", ""content"": ""$$0.67J$$ ""}, {""identifier"": ""D"", ""content"": ""$$0.34$$  $$J$$ ""}]","[""C""]",,"Let $$m$$ = 0.50 kg and $$M$$ = 1.0 kg
<br><br>Initial kinetic energy of the system when 1 kg mass is at rest,
<br><br>$$K.{E_i} = {1 \over 2}m{u^2} + {1 \over 2}M{\left( 0 \right)^2}$$
<br><br>$$ = {1 \over 2} \times 0.5 \times 2 \times 2 + 0 = 1J$$
<br><br>For collision, applying conservation of linear momentum
<br><br>$$\,\,\,\,\,\,\,\,\,\,\,\,m \times u = \left( {m + M} \right) \times v$$
<br><br>$$\therefore$$ $$0.5 \times 2 = \left( {0.5 + 1} \right) \times v \Rightarrow v = {2 \over 3}m/s$$
<br><br>Final kinetic energy of the  system is
<br><br>$$K.{E_f} = {1 \over 2}\left( {m + M} \right){v^2}$$
<br><br>$$ = {1 \over 2}\left( {0.5 + 1} \right) \times {2 \over 3} \times {2 \over 3} = {1 \over 3}J$$
<br><br>$$\therefore$$ Energy loss during collision 
<br><br>$$ = \left( {1 - {1 \over 3}} \right)J = 0.67J$$",mcq,aieee-2008
xnNKC9egwPygXHiy,physics,center-of-mass,collision,"<b>Statement - 1 : </b> Two particles moving in the same direction do not lose all their energy in a completely inelastic collision. 
<br/><br/><b>Statement - 2 :</b> Principle of conservation of momentum holds true for all kinds of collisions.","[{""identifier"": ""A"", ""content"": ""Statement - 1 is true, Statement - 2 is true; Statement - 2 is the correct explanation of Statement -  1  ""}, {""identifier"": ""B"", ""content"": ""Statement - 1 is true, Statement - 2 is true; Statement - 2 is <b>not</b> the correct explanation of Statement -  1  ""}, {""identifier"": ""C"", ""content"": ""Statement - 1 is false, Statement - 2 is true ""}, {""identifier"": ""D"", ""content"": ""Statement - 1 is true, Statement - 2 is false""}]","[""A""]",,"In completely inelastic collision, 
<br><br>$${m_1}{v_1} + {m_2}{v_2} = {m_1}v + {m_2}v$$ 
<br><br>after collision both particle have common velocity $$v$$, so all energy is not lost 
<br><br>$$\therefore$$ Statement - $$1$$ is true
<br><br>The principle of conservation of momentum applicable for all kinds of collisions.
<br><br>So statement - $$2$$ is also true. 
<br><br>Statement - $$2$$ explains statement - $$1$$ correctly because applying the principle of conservation of momentum, we can get the common velocity and hence the kinetic energy of the combined body. ",mcq,aieee-2010
ItHLBj1wfhKlo13J,physics,center-of-mass,collision,"This question has statement $${\rm I}$$ and statement $${\rm I}$$$${\rm I}$$. Of the four choices given after the statements, choose the one that best describes the two statements.
<p><b>Statement - $${\rm I}$$:</b> A point particle of mass $$m$$ moving with speed $$\upsilon $$ collides with stationary point particle of mass $$M.$$ If the maximum energy loss possible is given as $$f\left( {{1 \over 2}m{v^2}} \right)$$, then $$f = \left( {{m \over {M + m}}} \right).$$
<br/><br/><b>Statement - $${\rm II}$$:</b> Maximum energy loss occurs when the particles get stuck together as a result of the collision. </p>","[{""identifier"": ""A"", ""content"": ""Statement - $${\\rm I}$$ is true, Statement - $${\\rm II}$$ is true; Statement - $${\\rm II}$$ is the correct explanation of Statement - $${\\rm I}$$.""}, {""identifier"": ""B"", ""content"": ""Statement - $${\\rm I}$$ is true, Statement - $${\\rm II}$$ is true; Statement - $${\\rm II}$$ is not the correct explanation of Statement - $${\\rm I}$$.""}, {""identifier"": ""C"", ""content"": ""Statement - $${\\rm I}$$ is true, Statement - $${\\rm II}$$ is false ""}, {""identifier"": ""D"", ""content"": ""Statement - $${\\rm I}$$ is false, Statement - $${\\rm II}$$ true.""}]","[""D""]",,"Initial energy =  $${{{P^2}} \over {2m}}$$, where $$P$$ is the momentum and m is the mass of the moving particle.
<br><br>Loss of energy is maximum when collision is inelastic means when the particles get stuck together as a result of the collision.
<br><br>So after collision energy = $${{{P^2}} \over {2\left( {m + M} \right)}}$$
<br><br>$$\therefore$$ Maximum energy loss $$ = {{{P^2}} \over {2m}} - {{{P^2}} \over {2\left( {m + M} \right)}}$$.
 
<br><br>$$\left[  \right.$$ As $$\left. {K.E. = {{{P^2}} \over {2m}} = {1 \over 2}m{v^2}\,\,} \right]$$
<br><br>$$ = {{{P^2}} \over {2m}}\left[ {{M \over {\left( {m + M} \right)}}} \right] = {1 \over 2}m{v^2}\left\{ {{M \over {m + M}}} \right\}$$
<br><br>$$\therefore$$ $$f = \left( {{M \over {m + M}}} \right)$$
<br><br>So statement $$I$$ is wrong.
<p>Statement $${\rm I}{\rm I}$$ says ""Maximum energy loss occurs when the particles get stuck together as a result of the collision."" This is a case of perfectly inelastic collision.
<br><br>Hence statement $${\rm I}$$$${\rm I}$$ is correct.</p>",mcq,jee-main-2013-offline
zAeid4s9T1Uzjbdo,physics,center-of-mass,collision,"A particle of mass $$m$$ moving in the $$x$$ direction with speed $$2v$$ is hit by another particle of mass $$2m$$  moving in the $$y$$ direction with speed $$v.$$  If the collision is perfectly inelastic, the percentage loss in the energy during the collision is close to: ","[{""identifier"": ""A"", ""content"": ""$$56\\% $$ ""}, {""identifier"": ""B"", ""content"": ""$$62\\% $$""}, {""identifier"": ""C"", ""content"": ""$$44\\% $$""}, {""identifier"": ""D"", ""content"": ""$$50\\% $$""}]","[""A""]",,"<img src=""https://app-content.cdn.examgoal.net/fly/@width/image/1l91oguxy/85d124a8-cb21-4c9b-ad8d-99746c3176de/08f77b70-4800-11ed-8757-0f869593f41f/file-1l91oguxz.png?format=png"" data-orsrc=""https://app-content.cdn.examgoal.net/image/1l91oguxy/85d124a8-cb21-4c9b-ad8d-99746c3176de/08f77b70-4800-11ed-8757-0f869593f41f/file-1l91oguxz.png"" loading=""lazy"" style=""max-width: 100%; height: auto; display: block; margin: 0px auto; max-height: 40vh;"" alt=""JEE Main 2015 (Offline) Physics - Center of Mass and Collision Question 112 English Explanation"">
<br>Applying conservation of linear momentum in x direction
<br><br>$$2mv = \left( {2m + m} \right){V_x}$$
<br><br>$$ \Rightarrow {V_x} = {2 \over 3}v$$
<br><br>Applying conservation of linear momentum in y direction
<br><br>$$2mv = \left( {2m + m} \right){V_y}$$
<br><br>$$ \Rightarrow {V_y} = {2 \over 3}v$$
<br><br>Final speed of 3m mass, $${V_f}$$  = $$\sqrt {V_x^2 + V_y^2} $$
<br><br>= $$\sqrt {{{4{v^2}} \over 9} + {{4{v^2}} \over 9}} $$
<br><br>= $$\sqrt {{{8{v^2}} \over 9}} $$
<br><br>Initial kinetic energy
<br><br>$${E_i} = {1 \over 2}m{\left( {2v} \right)^2} + {1 \over 2}\left( {2m} \right){\left( v \right)^2}$$
<br><br> $$ = 2m{v^2} + m{v^2}$$
<br><br>= $$3m{v^2}$$
<br><br>Final kinetic energy,
<br><br>$${E_f} = {1 \over 2}\left( {3m} \right)$$$${V_f^2}$$
<br><br>$$ = {{3m} \over 2}\left[ {{{8{v^2}} \over 9}} \right]$$
<br><br>$$ = {{4m{v^2}} \over 3}$$
<br><br>Energy loss = $${E_i} - {E_f}$$
<br><br>= $$3m{v^2} - {{4m{v^2}} \over 3}$$
<br><br>= $${{5m{v^2}} \over 3}$$
<br><br>Percentage loss in the energy during the collision
<br><br>= $${{{E_i} - {E_f}} \over {{E_i}}}$$$$ \times 100$$
<br><br>= $${{{{5m{v^2}} \over 3}} \over {3m{v^2}}}$$$$ \times 100$$
<br><br>= $${5 \over 9} \times 100$$
<br><br>$$ \simeq 56\% $$",mcq,jee-main-2015-offline
a1h7IOVtcxppkBerBLJqC,physics,center-of-mass,collision,"A neutron moving with a speed ‘v’ makes a head on collision with a stationary
hydrogen atom in ground state. The minimum kinetic energy of the neutron for
which inelastic collision will take place is :","[{""identifier"": ""A"", ""content"": ""10.2 eV""}, {""identifier"": ""B"", ""content"": ""16.8 eV""}, {""identifier"": ""C"", ""content"": ""12.1 eV""}, {""identifier"": ""D"", ""content"": ""20.4 eV""}]","[""D""]",,"Let, velocity offer collision = v<sub>1</sub>
<br><br>$$ \therefore $$&nbsp;&nbsp;&nbsp;From conservation of momentum, 
<br><br>mv = (m + m) v<sub>1</sub>
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;&nbsp; v<sub>1</sub> = $${v \over 2}$$
<br><br>$$ \therefore $$&nbsp;&nbsp;&nbsp;Loss in kinetic energy
<br><br>= $${1 \over 2}$$ mv<sup>2</sup> $$-$$ $${1 \over 2}$$ (2m) $$ \times $$ $${\left( {{v \over 2}} \right)^2}$$
<br><br>= $${1 \over 4}\,$$mv<sup>2</sup>
<br><br>lost kinetic energy is used by the electron to jump from first  orbit to second orbit. 
<br><br>$$ \therefore $$&nbsp;&nbsp;&nbsp;$${1 \over 4}$$mv<sup>2</sup> = (13.6 $$-$$ 3.4) eV = 10.2 eV
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;$${1 \over 2}$$mv<sup>2</sup> = 20.4 eV",mcq,jee-main-2016-online-10th-april-morning-slot
UFc8CWHpJzGXSvF9,physics,center-of-mass,collision,"The mass of a hydrogen molecule is 3.32 $$\times$$ 10<sup>-27</sup> kg. If 10<sup>23</sup> hydrogen molecules strike, per second, a fixed wall of area 2 cm<sup>2</sup> at an angle of 45<sup>o</sup> to the normal, and rebound elastically with a speed of 10<sup>3</sup> m/s, then the pressure on the wall is nearly: ","[{""identifier"": ""A"", ""content"": ""2.35 $$\\times$$ 10<sup>3</sup> N m<sup>-2</sup>""}, {""identifier"": ""B"", ""content"": ""4.70 $$\\times$$ 10<sup>3</sup> N m<sup>-2</sup>""}, {""identifier"": ""C"", ""content"": ""2.35 $$\\times$$ 10<sup>2</sup> N m<sup>-2</sup>""}, {""identifier"": ""D"", ""content"": ""4.70 $$\\times$$ 10<sup>2</sup> N m<sup>-2</sup>""}]","[""A""]",,"Considering one hydrogen molecule : 
<br><br><img src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734263536/exam_images/hyykblaoxaijojoyenag.webp"" style=""max-width: 100%;  height: auto;display: block;margin: 0 auto;"" loading=""lazy"" alt=""JEE Main 2018 (Offline) Physics - Center of Mass and Collision Question 100 English Explanation"">
<br><br>As collision is elastic so, e = 1
<br><br>Initial momentum,
<br><br>$$\overrightarrow {{P_i}} $$ = $${{mv} \over {\sqrt 2 }}$$ $$\widehat i$$ $$-$$ $${{mv} \over {\sqrt 2 }}$$ $$\widehat j$$
<br><br>Final  momentum,
<br><br>$$\overrightarrow {{P_f}} $$ = $${{mv} \over {\sqrt 2 }}\left( { - \widehat i} \right)$$ $$-$$ $${{mv} \over {\sqrt 2 }}\widehat j$$
<br><br>$$\therefore\,\,\,$$ Change in momentum for single H molecule,
<br><br>$$\Delta $$P = $$\overrightarrow {{P_f}} $$ $$-$$ $$\overrightarrow {{P_i}} $$
<br><br>= $${{2mv} \over {\sqrt 2 }}\left( { - \widehat i} \right)$$
<br><br>$$\therefore\,\,\,$$ $$\left| {\Delta P} \right|$$ = $${{2mv} \over {\sqrt 2 }}$$
<br><br>Now for n hydrogen molecule total momentum changes per second,
<br><br>= $$\left( {{{2mv} \over {\sqrt 2 }}} \right)$$ $$ \times $$ n
<br><br>As we know, 
<br><br>Force (F) = $${{\Delta P} \over {\Delta t}}$$
<br><br>= $${{{2mv} \over {\sqrt 2 }}}$$ $$ \times $$ n
<br><br>$$\therefore\,\,\,$$ As direction of $$\Delta $$P is towards negative i so force on the molecule will also be towards negative i direction. From Newton's third law, the reaction force will be on the wall in positive i direction with same magnitude.
<br><br>$$\therefore\,\,\,$$ Force on the wall = $${{{2mv} \over {\sqrt 2 }}}$$ $$ \times $$ n
<br><br>$$\therefore\,\,\,$$ Pressure on the wall,  P = $${F \over A}$$
<br><br>= $${{2mv\,n} \over {\sqrt 2 A}}$$ 
<br><br>= $${{2 \times 3.32 \times {{10}^{ - 27}} \times {{10}^3} \times {{10}^{23}}} \over {\sqrt 2  \times2\times {{10}^{ - 4}}}}$$
<br><br>= 2.35 $$ \times $$ 10<sup>3</sup> N m<sup>$$-$$2</sup>",mcq,jee-main-2018-offline
